producto,cantidad,valor_unitario,fecha,dia_semana,estacion,cantidad_log
ZUMO DE LIMON CONGELADO,112.0,11.0,2024-12-02,Lunes,verano,4.727387818712341
JARABE DE FRAMBUESA TASKY,2.0,14.7,2024-12-04,Miércoles,verano,1.0986122886681098
JARABE DE GUAYABA TASKY,1.0,9.66,2024-12-04,Miércoles,verano,0.6931471805599453
JARABE DE MANZANA TASKY,2.0,9.87,2024-12-04,Miércoles,verano,1.0986122886681098
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-12-04,Miércoles,verano,1.9459101490553132
JARABE DE GRANADA TASKY,2.0,9.87,2024-12-04,Miércoles,verano,1.0986122886681098
JARABE DE GUAYABA TASKY,6.0,9.66,2024-12-04,Miércoles,verano,1.9459101490553132
JARABE DE MANZANA TASKY,6.0,9.87,2024-12-04,Miércoles,verano,1.9459101490553132
JARABE DE GRANADINA TASKY,2.0,8.61,2024-12-04,Miércoles,verano,1.0986122886681098
JARABE DE FRAMBUESA TASKY,3.0,14.7,2024-12-04,Miércoles,verano,1.3862943611198906
JARABE DE GRANADA TASKY,2.0,9.87,2024-12-04,Miércoles,verano,1.0986122886681098
JARABE DE GUAYABA TASKY,2.0,9.66,2024-12-04,Miércoles,verano,1.0986122886681098
JARABE DE MANZANA TASKY,3.0,9.87,2024-12-04,Miércoles,verano,1.3862943611198906
JARABE DE GRANADA TASKY,4.0,9.87,2024-12-04,Miércoles,verano,1.6094379124341003
JARABE DE BLUE CURACAO TASKY,6.0,9.87,2024-12-04,Miércoles,verano,1.9459101490553132
JARABE DE GRANADA TASKY,2.0,9.87,2024-12-04,Miércoles,verano,1.0986122886681098
JARABE DE FRAMBUESA TASKY,3.0,14.7,2024-12-04,Miércoles,verano,1.3862943611198906
JARABE DE FRAMBUESA TASKY,3.0,14.7,2024-12-04,Miércoles,verano,1.3862943611198906
JARABE DE GRANADA TASKY,6.0,9.87,2024-12-04,Miércoles,verano,1.9459101490553132
JARABE DE MANZANA TASKY,7.0,9.87,2024-12-04,Miércoles,verano,2.0794415416798357
JARABE DE GUAYABA TASKY,2.0,9.66,2024-12-04,Miércoles,verano,1.0986122886681098
JARABE DE MANZANA TASKY,5.0,9.87,2024-12-04,Miércoles,verano,1.791759469228055
JARABE DE GUAYABA TASKY,4.0,9.66,2024-12-04,Miércoles,verano,1.6094379124341003
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-12-04,Miércoles,verano,2.5649493574615367
JARABE DE FRAMBUESA TASKY,4.0,14.7,2024-12-04,Miércoles,verano,1.6094379124341003
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-12-04,Miércoles,verano,2.5649493574615367
JARABE DE MANZANA TASKY,6.0,9.87,2024-12-04,Miércoles,verano,1.9459101490553132
JARABE DE MANZANA TASKY,4.0,14.0,2024-12-04,Miércoles,verano,1.6094379124341003
JARABE DE GUAYABA TASKY,4.0,9.66,2024-12-04,Miércoles,verano,1.6094379124341003
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-12-04,Miércoles,verano,1.9459101490553132
JARABE DE GRANADA TASKY,2.0,9.87,2024-12-04,Miércoles,verano,1.0986122886681098
JARABE DE MANZANA TASKY,3.0,9.87,2024-12-04,Miércoles,verano,1.3862943611198906
JARABE DE FRAMBUESA TASKY,2.0,14.7,2024-12-05,Jueves,verano,1.0986122886681098
JARABE DE GRANADA TASKY,2.0,9.87,2024-12-05,Jueves,verano,1.0986122886681098
JARABE DE GUAYABA TASKY,4.0,9.66,2024-12-05,Jueves,verano,1.6094379124341003
JARABE DE GRANADA TASKY,2.0,9.87,2024-12-05,Jueves,verano,1.0986122886681098
JARABE DE FRAMBUESA TASKY,3.0,14.7,2024-12-05,Jueves,verano,1.3862943611198906
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-12-05,Jueves,verano,1.9459101490553132
JARABE DE BLUE CURACAO TASKY,6.0,9.87,2024-12-05,Jueves,verano,1.9459101490553132
JARABE DE GUAYABA TASKY,3.0,9.66,2024-12-05,Jueves,verano,1.3862943611198906
JARABE DE GRANADA TASKY,2.0,9.87,2024-12-05,Jueves,verano,1.0986122886681098
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-12-05,Jueves,verano,1.9459101490553132
JARABE DE GRANADA TASKY,9.0,9.87,2024-12-05,Jueves,verano,2.302585092994046
JARABE DE MANZANA TASKY,8.0,9.87,2024-12-05,Jueves,verano,2.1972245773362196
JARABE DE GRANADINA TASKY,3.0,8.61,2024-12-05,Jueves,verano,1.3862943611198906
JARABE DE FRAMBUESA TASKY,5.0,14.7,2024-12-05,Jueves,verano,1.791759469228055
JARABE DE FRAMBUESA TASKY,4.0,14.7,2024-12-05,Jueves,verano,1.6094379124341003
JARABE DE MANZANA TASKY,4.0,9.87,2024-12-05,Jueves,verano,1.6094379124341003
JARABE DE MANZANA TASKY,10.0,9.87,2024-12-05,Jueves,verano,2.3978952727983707
JARABE DE MANZANA TASKY,3.0,9.87,2024-12-10,Martes,verano,1.3862943611198906
JARABE DE GUAYABA TASKY,3.0,9.66,2024-12-10,Martes,verano,1.3862943611198906
JARABE DE GRANADA TASKY,2.0,9.87,2024-12-10,Martes,verano,1.0986122886681098
JARABE DE FRAMBUESA TASKY,1.0,14.7,2024-12-10,Martes,verano,0.6931471805599453
JARABE DE MANZANA TASKY,5.0,9.87,2024-12-10,Martes,verano,1.791759469228055
JARABE DE GUAYABA TASKY,4.0,9.66,2024-12-10,Martes,verano,1.6094379124341003
JARABE DE GUAYABA TASKY,8.0,9.66,2024-12-10,Martes,verano,2.1972245773362196
JARABE DE GRANADINA TASKY,3.0,8.61,2024-12-10,Martes,verano,1.3862943611198906
JARABE DE MANZANA TASKY,6.0,9.87,2024-12-10,Martes,verano,1.9459101490553132
JARABE DE GRANADA TASKY,6.0,9.87,2024-12-10,Martes,verano,1.9459101490553132
JARABE DE FRAMBUESA TASKY,8.0,14.7,2024-12-10,Martes,verano,2.1972245773362196
JARABE DE GRANADINA TASKY,2.0,8.61,2024-12-10,Martes,verano,1.0986122886681098
JARABE DE FRAMBUESA TASKY,4.0,14.7,2024-12-10,Martes,verano,1.6094379124341003
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-12-10,Martes,verano,2.5649493574615367
JARABE DE GRANADA TASKY,9.0,9.87,2024-12-10,Martes,verano,2.302585092994046
JARABE DE GUAYABA TASKY,3.0,9.66,2024-12-10,Martes,verano,1.3862943611198906
JARABE DE GOMA TASKY,6.0,9.5,2024-12-10,Martes,verano,1.9459101490553132
JARABE DE GUAYABA TASKY,6.0,12.5,2024-12-10,Martes,verano,1.9459101490553132
JARABE DE FRAMBUESA TASKY,12.0,16.0,2024-12-10,Martes,verano,2.5649493574615367
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-12-10,Martes,verano,2.5649493574615367
JARABE DE GUAYABA TASKY,4.0,9.66,2024-12-10,Martes,verano,1.6094379124341003
JARABE DE GRANADA TASKY,4.0,9.87,2024-12-10,Martes,verano,1.6094379124341003
JARABE DE FRAMBUESA TASKY,4.0,14.7,2024-12-10,Martes,verano,1.6094379124341003
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-12-10,Martes,verano,2.5649493574615367
JARABE DE MANZANA TASKY,12.0,9.87,2024-12-10,Martes,verano,2.5649493574615367
JARABE DE GRANADINA TASKY,1.0,8.61,2024-12-10,Martes,verano,0.6931471805599453
JARABE DE FRAMBUESA TASKY,9.0,14.7,2024-12-10,Martes,verano,2.302585092994046
JARABE DE MANZANA TASKY,3.0,9.87,2024-12-10,Martes,verano,1.3862943611198906
JARABE DE GUAYABA TASKY,2.0,9.66,2024-12-10,Martes,verano,1.0986122886681098
JARABE DE GRANADA TASKY,3.0,9.87,2024-12-10,Martes,verano,1.3862943611198906
JARABE DE FRAMBUESA TASKY,3.0,14.7,2024-12-10,Martes,verano,1.3862943611198906
JARABE DE GUAYABA TASKY,10.0,9.66,2024-12-11,Miércoles,verano,2.3978952727983707
JARABE DE FRAMBUESA TASKY,4.0,14.7,2024-12-11,Miércoles,verano,1.6094379124341003
JARABE DE GRANADINA TASKY,2.0,8.61,2024-12-11,Miércoles,verano,1.0986122886681098
JARABE DE GUAYABA TASKY,4.0,9.66,2024-12-11,Miércoles,verano,1.6094379124341003
JARABE DE MANZANA TASKY,6.0,9.87,2024-12-11,Miércoles,verano,1.9459101490553132
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-12-11,Miércoles,verano,2.5649493574615367
JARABE DE GRANADA TASKY,2.0,9.87,2024-12-11,Miércoles,verano,1.0986122886681098
COMPOTA DE FRESA BALDE,24.0,9.6875,2024-12-11,Miércoles,verano,3.2188758248682006
JARABE DE MANZANA TASKY,10.0,9.87,2024-12-11,Miércoles,verano,2.3978952727983707
PULPA DE PIÑA,8.0,9.8,2024-12-11,Miércoles,verano,2.1972245773362196
JARABE DE FRAMBUESA TASKY,10.0,14.7,2024-12-11,Miércoles,verano,2.3978952727983707
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-12-11,Miércoles,verano,2.5649493574615367
JARABE DE GRANADA TASKY,2.0,9.87,2024-12-11,Miércoles,verano,1.0986122886681098
JARABE DE FRAMBUESA TASKY,5.0,14.7,2024-12-11,Miércoles,verano,1.791759469228055
JARABE DE BLUE CURACAO TASKY,6.0,9.87,2024-12-11,Miércoles,verano,1.9459101490553132
JARABE DE MANZANA TASKY,6.0,9.87,2024-12-11,Miércoles,verano,1.9459101490553132
JARABE DE GUAYABA TASKY,4.0,9.66,2024-12-11,Miércoles,verano,1.6094379124341003
JARABE DE GRANADA TASKY,4.0,9.87,2024-12-11,Miércoles,verano,1.6094379124341003
JARABE DE MANZANA TASKY,3.0,9.87,2024-12-11,Miércoles,verano,1.3862943611198906
JARABE DE GUAYABA TASKY,6.0,9.66,2024-12-11,Miércoles,verano,1.9459101490553132
JARABE DE GRANADA TASKY,4.0,9.87,2024-12-11,Miércoles,verano,1.6094379124341003
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-12-11,Miércoles,verano,1.9459101490553132
JARABE DE GRANADINA TASKY,5.0,8.61,2024-12-11,Miércoles,verano,1.791759469228055
JARABE DE GRANADA TASKY,2.0,9.87,2024-12-11,Miércoles,verano,1.0986122886681098
COMPOTA DE FRESA BALDE,24.0,9.6875,2024-12-11,Miércoles,verano,3.2188758248682006
JARABE DE GRANADA TASKY,6.0,9.87,2024-12-11,Miércoles,verano,1.9459101490553132
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-12-11,Miércoles,verano,2.5649493574615367
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-12-11,Miércoles,verano,1.9459101490553132
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-12-11,Miércoles,verano,2.5649493574615367
PULPA DE FRESA,16.0,8.8,2024-12-12,Jueves,verano,2.833213344056216
ZUMO DE LIMON CONGELADO,32.0,10.0,2024-12-12,Jueves,verano,3.4965075614664802
ZUMO DE LIMON CONGELADO,8.0,12.0,2024-12-13,Viernes,verano,2.1972245773362196
PULPA DE MARACUYA,8.0,11.5,2024-12-13,Viernes,verano,2.1972245773362196
PULPA DE MANGO,8.0,10.8,2024-12-13,Viernes,verano,2.1972245773362196
JARABE DE FRAMBUESA TASKY,9.0,14.7,2024-12-18,Miércoles,verano,2.302585092994046
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-12-18,Miércoles,verano,1.9459101490553132
JARABE DE MANZANA TASKY,6.0,9.87,2024-12-18,Miércoles,verano,1.9459101490553132
JARABE DE GUAYABA TASKY,8.0,9.66,2024-12-18,Miércoles,verano,2.1972245773362196
JARABE DE FRAMBUESA TASKY,12.0,14.7,2024-12-18,Miércoles,verano,2.5649493574615367
ZUMO DE LIMON CONGELADO,24.0,11.0,2024-12-18,Miércoles,verano,3.2188758248682006
JARABE DE MANZANA TASKY,9.0,9.87,2024-12-18,Miércoles,verano,2.302585092994046
PULPA DE FRESA,32.0,8.8,2024-12-18,Miércoles,verano,3.4965075614664802
PULPA DE PIÑA,8.0,9.8,2024-12-18,Miércoles,verano,2.1972245773362196
PULPA DE MARACUYA,8.0,12.0,2024-12-18,Miércoles,verano,2.1972245773362196
PULPA DE MANGO,8.0,10.8,2024-12-18,Miércoles,verano,2.1972245773362196
JARABE DE GRANADA TASKY,6.0,9.87,2024-12-18,Miércoles,verano,1.9459101490553132
ZUMO DE LIMON CONGELADO,48.0,10.0,2024-12-18,Miércoles,verano,3.8918202981106265
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-12-18,Miércoles,verano,2.5649493574615367
JARABE DE GRANADA TASKY,6.0,9.87,2024-12-18,Miércoles,verano,1.9459101490553132
JARABE DE GUAYABA TASKY,12.0,9.66,2024-12-18,Miércoles,verano,2.5649493574615367
JARABE DE GRANADA TASKY,2.0,9.87,2024-12-18,Miércoles,verano,1.0986122886681098
JARABE DE FRAMBUESA TASKY,12.0,14.7,2024-12-18,Miércoles,verano,2.5649493574615367
JARABE DE MANZANA TASKY,10.0,9.87,2024-12-18,Miércoles,verano,2.3978952727983707
JARABE DE GUAYABA TASKY,4.0,9.66,2024-12-18,Miércoles,verano,1.6094379124341003
JARABE DE GRANADA TASKY,3.0,9.87,2024-12-18,Miércoles,verano,1.3862943611198906
JARABE DE FRAMBUESA TASKY,10.0,14.7,2024-12-18,Miércoles,verano,2.3978952727983707
JARABE DE MANZANA TASKY,7.0,9.87,2024-12-18,Miércoles,verano,2.0794415416798357
JARABE DE GUAYABA TASKY,1.0,9.66,2024-12-18,Miércoles,verano,0.6931471805599453
JARABE DE BLUE CURACAO TASKY,6.0,9.87,2024-12-18,Miércoles,verano,1.9459101490553132
JARABE DE FRAMBUESA TASKY,5.0,14.7,2024-12-18,Miércoles,verano,1.791759469228055
JARABE DE MANZANA TASKY,6.0,9.87,2024-12-18,Miércoles,verano,1.9459101490553132
JARABE DE GUAYABA TASKY,6.0,9.66,2024-12-18,Miércoles,verano,1.9459101490553132
JARABE DE FRAMBUESA TASKY,12.0,14.7,2024-12-18,Miércoles,verano,2.5649493574615367
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-12-18,Miércoles,verano,2.5649493574615367
JARABE DE MANZANA TASKY,10.0,9.87,2024-12-18,Miércoles,verano,2.3978952727983707
JARABE DE GUAYABA TASKY,6.0,9.66,2024-12-18,Miércoles,verano,1.9459101490553132
JARABE DE GRANADA TASKY,4.0,9.87,2024-12-18,Miércoles,verano,1.6094379124341003
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-12-18,Miércoles,verano,1.9459101490553132
JARABE DE FRAMBUESA TASKY,10.0,14.7,2024-12-18,Miércoles,verano,2.3978952727983707
JARABE DE GRANADA TASKY,3.0,9.87,2024-12-18,Miércoles,verano,1.3862943611198906
JARABE DE GUAYABA TASKY,6.0,9.66,2024-12-18,Miércoles,verano,1.9459101490553132
JARABE DE MANZANA TASKY,6.0,9.87,2024-12-18,Miércoles,verano,1.9459101490553132
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-12-19,Jueves,verano,2.5649493574615367
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-12-19,Jueves,verano,1.9459101490553132
JARABE DE MANZANA TASKY,3.0,9.87,2024-12-19,Jueves,verano,1.3862943611198906
JARABE DE GUAYABA TASKY,2.0,9.66,2024-12-19,Jueves,verano,1.0986122886681098
COMPOTA DE FRESA BALDE,24.0,9.6875,2024-12-21,Sábado,verano,3.2188758248682006
JARABE DE GRANADA TASKY,2.0,9.87,2024-12-23,Lunes,verano,1.0986122886681098
JARABE DE MANZANA TASKY,2.0,9.87,2024-12-23,Lunes,verano,1.0986122886681098
JARABE DE FRAMBUESA TASKY,3.0,14.7,2024-12-23,Lunes,verano,1.3862943611198906
JARABE DE MANZANA TASKY,6.0,9.87,2024-12-23,Lunes,verano,1.9459101490553132
JARABE DE MANZANA TASKY,1.0,9.87,2024-12-23,Lunes,verano,0.6931471805599453
JARABE DE GUAYABA TASKY,5.0,9.66,2024-12-23,Lunes,verano,1.791759469228055
JARABE DE GRANADINA TASKY,3.0,8.61,2024-12-23,Lunes,verano,1.3862943611198906
JARABE DE FRAMBUESA TASKY,5.0,14.7,2024-12-23,Lunes,verano,1.791759469228055
JARABE DE BLUE CURACAO TASKY,6.0,9.87,2024-12-23,Lunes,verano,1.9459101490553132
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-12-23,Lunes,verano,1.9459101490553132
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-12-23,Lunes,verano,2.5649493574615367
JARABE DE GUAYABA TASKY,6.0,9.66,2024-12-23,Lunes,verano,1.9459101490553132
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-12-23,Lunes,verano,1.9459101490553132
JARABE DE GRANADINA TASKY,6.0,8.61,2024-12-23,Lunes,verano,1.9459101490553132
JARABE DE MANZANA TASKY,10.0,9.87,2024-12-23,Lunes,verano,2.3978952727983707
JARABE DE GRANADA TASKY,5.0,9.87,2024-12-23,Lunes,verano,1.791759469228055
JARABE DE GUAYABA TASKY,8.0,9.66,2024-12-23,Lunes,verano,2.1972245773362196
JARABE DE FRAMBUESA TASKY,12.0,14.7,2024-12-23,Lunes,verano,2.5649493574615367
JARABE DE GUAYABA TASKY,6.0,9.66,2024-12-24,Martes,verano,1.9459101490553132
JARABE DE MANZANA TASKY,10.0,9.87,2024-12-24,Martes,verano,2.3978952727983707
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-12-24,Martes,verano,2.5649493574615367
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-12-24,Martes,verano,1.9459101490553132
JARABE DE GRANADA TASKY,4.0,9.87,2024-12-24,Martes,verano,1.6094379124341003
JARABE DE MANZANA TASKY,3.0,9.87,2024-12-24,Martes,verano,1.3862943611198906
PULPA DE PIÑA,8.0,9.8,2024-12-24,Martes,verano,2.1972245773362196
JARABE DE FRAMBUESA TASKY,3.0,14.7,2024-12-24,Martes,verano,1.3862943611198906
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-12-24,Martes,verano,1.9459101490553132
COMPOTA DE FRESA BALDE,24.0,9.6875,2024-12-24,Martes,verano,3.2188758248682006
COMPOTA DE FRESA BALDE,28.799999999999997,9.6875,2024-12-24,Martes,verano,3.3945083935113587
JARABE DE FRAMBUESA TASKY,2.0,14.7,2024-12-24,Martes,verano,1.0986122886681098
JARABE DE GUAYABA TASKY,2.0,9.66,2024-12-24,Martes,verano,1.0986122886681098
JARABE DE GRANADA TASKY,3.0,9.87,2024-12-24,Martes,verano,1.3862943611198906
JARABE DE FRAMBUESA TASKY,8.0,14.7,2024-12-24,Martes,verano,2.1972245773362196
JARABE DE MANZANA TASKY,3.0,9.87,2024-12-24,Martes,verano,1.3862943611198906
JARABE DE FRAMBUESA TASKY,9.0,14.7,2024-12-24,Martes,verano,2.302585092994046
JARABE DE GRANADA TASKY,9.0,9.87,2024-12-24,Martes,verano,2.302585092994046
JARABE DE GUAYABA TASKY,9.0,9.66,2024-12-24,Martes,verano,2.302585092994046
JARABE DE GUAYABA TASKY,3.0,9.66,2024-12-24,Martes,verano,1.3862943611198906
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-12-24,Martes,verano,2.5649493574615367
JARABE DE MANZANA TASKY,9.0,9.87,2024-12-24,Martes,verano,2.302585092994046
JARABE DE GRANADINA TASKY,3.0,8.61,2024-12-24,Martes,verano,1.3862943611198906
JARABE DE GRANADINA TASKY,2.0,8.61,2024-12-24,Martes,verano,1.0986122886681098
JARABE DE GRANADA TASKY,4.0,9.87,2024-12-24,Martes,verano,1.6094379124341003
JARABE DE GUAYABA TASKY,8.0,9.66,2024-12-24,Martes,verano,2.1972245773362196
JARABE DE MANZANA TASKY,6.0,9.87,2024-12-24,Martes,verano,1.9459101490553132
JARABE DE MANZANA TASKY,6.0,9.87,2024-12-24,Martes,verano,1.9459101490553132
JARABE DE GUAYABA TASKY,4.0,9.66,2024-12-24,Martes,verano,1.6094379124341003
JARABE DE GRANADA TASKY,3.0,9.87,2024-12-24,Martes,verano,1.3862943611198906
JARABE DE FRAMBUESA TASKY,8.0,14.7,2024-12-24,Martes,verano,2.1972245773362196
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-12-24,Martes,verano,2.5649493574615367
JARABE DE GRANADINA TASKY,2.0,8.61,2024-12-24,Martes,verano,1.0986122886681098
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-12-24,Martes,verano,2.5649493574615367
JARABE DE GRANADINA TASKY,1.0,8.61,2024-12-24,Martes,verano,0.6931471805599453
JARABE DE MANZANA TASKY,4.0,9.87,2024-12-24,Martes,verano,1.6094379124341003
JARABE DE BLUE CURACAO TASKY,4.0,9.87,2024-12-24,Martes,verano,1.6094379124341003
JARABE DE GUAYABA TASKY,1.0,9.66,2024-12-24,Martes,verano,0.6931471805599453
JARABE DE GRANADA TASKY,3.0,9.87,2024-12-24,Martes,verano,1.3862943611198906
JARABE DE FRAMBUESA TASKY,3.0,14.7,2024-12-24,Martes,verano,1.3862943611198906
JARABE DE GRANADINA TASKY,1.0,8.61,2024-12-24,Martes,verano,0.6931471805599453
JARABE DE FRAMBUESA TASKY,10.0,14.7,2024-12-26,Jueves,verano,2.3978952727983707
JARABE DE GRANADA TASKY,6.0,9.87,2024-12-26,Jueves,verano,1.9459101490553132
JARABE DE GUAYABA TASKY,6.0,9.66,2024-12-26,Jueves,verano,1.9459101490553132
JARABE DE MANZANA TASKY,8.0,9.87,2024-12-26,Jueves,verano,2.1972245773362196
JARABE DE GRANADINA TASKY,2.0,8.61,2024-12-26,Jueves,verano,1.0986122886681098
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-12-26,Jueves,verano,2.5649493574615367
JARABE DE GUAYABA TASKY,3.0,9.66,2024-12-26,Jueves,verano,1.3862943611198906
JARABE DE GRANADA TASKY,2.0,9.87,2024-12-26,Jueves,verano,1.0986122886681098
JARABE DE MANZANA TASKY,4.0,9.87,2024-12-26,Jueves,verano,1.6094379124341003
JARABE DE GRANADINA TASKY,2.0,8.61,2024-12-26,Jueves,verano,1.0986122886681098
JARABE DE FRAMBUESA TASKY,4.0,14.7,2024-12-26,Jueves,verano,1.6094379124341003
JARABE DE GRANADA TASKY,6.0,12.4,2024-12-27,Viernes,verano,1.9459101490553132
JARABE DE GRANADINA TASKY,12.0,10.5,2024-12-27,Viernes,verano,2.5649493574615367
JARABE DE GOMA TASKY,6.0,9.5,2024-12-27,Viernes,verano,1.9459101490553132
JARABE DE MANZANA TASKY,4.0,9.87,2024-12-31,Martes,verano,1.6094379124341003
JARABE DE FRAMBUESA TASKY,2.0,14.7,2024-12-31,Martes,verano,1.0986122886681098
JARABE DE GRANADA TASKY,2.0,9.87,2024-12-31,Martes,verano,1.0986122886681098
JARABE DE FRAMBUESA TASKY,14.0,14.7,2024-12-31,Martes,verano,2.70805020110221
JARABE DE MANZANA TASKY,6.0,9.87,2024-12-31,Martes,verano,1.9459101490553132
JARABE DE GUAYABA TASKY,4.0,9.66,2024-12-31,Martes,verano,1.6094379124341003
JARABE DE GRANADA TASKY,6.0,9.87,2024-12-31,Martes,verano,1.9459101490553132
JARABE DE MANZANA TASKY,2.0,9.87,2024-12-31,Martes,verano,1.0986122886681098
JARABE DE GRANADINA TASKY,4.0,8.61,2024-12-31,Martes,verano,1.6094379124341003
JARABE DE MANZANA TASKY,12.0,9.87,2024-12-31,Martes,verano,2.5649493574615367
JARABE DE GUAYABA TASKY,4.0,9.66,2024-12-31,Martes,verano,1.6094379124341003
JARABE DE GRANADINA TASKY,2.0,8.61,2024-12-31,Martes,verano,1.0986122886681098
JARABE DE FRAMBUESA TASKY,2.0,14.7,2024-12-31,Martes,verano,1.0986122886681098
JARABE DE FRAMBUESA TASKY,4.0,14.7,2024-12-31,Martes,verano,1.6094379124341003
JARABE DE MANZANA TASKY,3.0,9.87,2024-12-31,Martes,verano,1.3862943611198906
ZUMO DE LIMON CONGELADO,32.0,12.0,2024-12-31,Martes,verano,3.4965075614664802
JARABE DE GRANADA TASKY,1.0,9.87,2024-12-31,Martes,verano,0.6931471805599453
ZUMO DE LIMON CONGELADO,8.0,10.0,2024-12-31,Martes,verano,2.1972245773362196
PULPA DE MANGO,8.0,10.8,2024-12-31,Martes,verano,2.1972245773362196
PULPA DE MARACUYA,8.0,12.0,2024-12-31,Martes,verano,2.1972245773362196
COMPOTA DE FRESA BALDE,14.399999999999999,9.6875,2024-12-31,Martes,verano,2.734367509419583
COMPOTA DE ARANDANOS BALDE,5.0,12.3,2024-12-31,Martes,verano,1.791759469228055
COMPOTA DE FRESA BALDE,24.0,9.6875,2024-12-31,Martes,verano,3.2188758248682006
JARABE DE GRANADINA TASKY,1.0,8.61,2024-12-31,Martes,verano,0.6931471805599453
JARABE DE MANZANA TASKY,9.0,9.87,2024-12-31,Martes,verano,2.302585092994046
JARABE DE GUAYABA TASKY,9.0,9.66,2024-12-31,Martes,verano,2.302585092994046
JARABE DE GRANADA TASKY,9.0,9.87,2024-12-31,Martes,verano,2.302585092994046
JARABE DE FRAMBUESA TASKY,9.0,14.7,2024-12-31,Martes,verano,2.302585092994046
JARABE DE FRAMBUESA TASKY,8.0,14.7,2024-12-31,Martes,verano,2.1972245773362196
JARABE DE GUAYABA TASKY,2.0,9.66,2024-12-31,Martes,verano,1.0986122886681098
JARABE DE MANZANA TASKY,2.0,9.87,2024-12-31,Martes,verano,1.0986122886681098
JARABE DE MANZANA TASKY,10.0,9.87,2024-12-31,Martes,verano,2.3978952727983707
JARABE DE BLUE CURACAO TASKY,12.0,9.87,2024-12-31,Martes,verano,2.5649493574615367
JARABE DE FRAMBUESA TASKY,5.0,14.7,2024-12-31,Martes,verano,1.791759469228055
JARABE DE GRANADA TASKY,2.0,9.87,2024-12-31,Martes,verano,1.0986122886681098
JARABE DE FRAMBUESA TASKY,6.0,14.7,2024-12-31,Martes,verano,1.9459101490553132
JARABE DE MANZANA TASKY,3.0,9.87,2024-12-31,Martes,verano,1.3862943611198906
JARABE DE GRANADINA TASKY,1.0,8.61,2024-12-31,Martes,verano,0.6931471805599453
JARABE DE FRAMBUESA TASKY,3.0,14.7,2024-12-31,Martes,verano,1.3862943611198906
JARABE DE GRANADA TASKY,1.0,9.87,2024-12-31,Martes,verano,0.6931471805599453
JARABE DE GUAYABA TASKY,3.0,9.66,2024-12-31,Martes,verano,1.3862943611198906
ZUMO DE LIMON CONGELADO,32.0,10.0,2025-01-03,Viernes,verano,3.4965075614664802
PULPA DE PIÑA,8.0,9.8,2025-01-03,Viernes,verano,2.1972245773362196
PULPA DE FRESA,16.0,8.8,2025-01-03,Viernes,verano,2.833213344056216
ZUMO DE LIMON CONGELADO,80.0,9.5,2025-01-04,Sábado,verano,4.394449154672439
PULPA DE MARACUYA,16.0,14.0,2025-01-08,Miércoles,verano,2.833213344056216
JARABE DE GUAYABA TASKY,2.0,9.66,2025-01-08,Miércoles,verano,1.0986122886681098
JARABE DE MANZANA TASKY,3.0,9.87,2025-01-08,Miércoles,verano,1.3862943611198906
JARABE DE FRAMBUESA TASKY,1.0,14.7,2025-01-08,Miércoles,verano,0.6931471805599453
JARABE DE GUAYABA TASKY,2.0,9.66,2025-01-08,Miércoles,verano,1.0986122886681098
JARABE DE MANZANA TASKY,4.0,9.87,2025-01-08,Miércoles,verano,1.6094379124341003
JARABE DE GRANADINA TASKY,2.0,8.61,2025-01-08,Miércoles,verano,1.0986122886681098
JARABE DE GUAYABA TASKY,5.0,9.66,2025-01-08,Miércoles,verano,1.791759469228055
JARABE DE MANZANA TASKY,5.0,9.87,2025-01-08,Miércoles,verano,1.791759469228055
